18.0000,0.2250,0.1950,0.7000,0.1120,0.1320,0.1000,,18.0000,1.1000,0.5560,0.6600,-0.1530,0.2230,0.1000
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
-18.0000,-0.1300,-0.1330,0.6800,0.0040,-0.2000,0.1000,,-18.0000,-0.7600,-0.2870,0.6800,-0.1770,-0.2580,0.0900
-16.0000,-0.1470,-0.1100,0.6800,-0.0150,-0.1820,0.1000,,-16.0000,-0.6370,-0.2240,0.6800,-0.2030,-0.2320,0.0900
-14.0000,-0.1550,-0.0870,0.6800,-0.0340,-0.1620,0.1000,,-14.0000,-0.5240,-0.1660,0.6800,-0.2260,-0.2000,0.0900
-12.0000,-0.1610,-0.0660,0.6800,-0.0480,-0.1440,0.1000,,-12.0000,-0.3850,-0.1070,0.6800,-0.2450,-0.1800,0.0900
-10.0000,-0.1600,-0.0470,0.6800,-0.0590,-0.1260,0.1000,,-10.0000,-0.2900,-0.0610,0.6800,-0.2600,-0.1550,0.0900
-8.0000,-0.1600,-0.0240,0.6800,-0.0680,-0.1100,0.1000,,-8.0000,-0.1390,-0.0130,0.6800,-0.2720,-0.1330,0.0900
-6.0000,-0.1560,0.0000,0.6800,-0.0760,-0.0900,0.1000,,-6.0000,-0.0100,0.0260,0.6800,-0.2850,-0.1050,0.0900
-4.0000,-0.1450,0.0190,0.6800,-0.0800,-0.0700,0.1000,,-4.0000,-0.1330,0.0700,0.6800,-0.2900,-0.0790,0.0900
-2.0000,-0.1330,0.0350,0.6800,-0.0830,-0.0500,0.1000,,-2.0000,0.2720,0.1060,0.6800,-0.2980,-0.0540,0.0900
0.0000,-0.1310,0.0300,0.6800,-0.0810,-0.0330,0.1000,,0.0000,0.3910,0.1430,0.6800,-0.2960,-0.0280,0.0900
2.0000,-0.1110,0.0700,0.6800,-0.0800,-0.0140,0.1000,,2.0000,0.4560,0.1930,0.6800,-0.2950,-0.0060,0.0900
4.0000,-0.0970,0.0720,0.6800,-0.0720,0.0050,0.1000,,4.0000,0.5030,0.2340,0.6800,-0.2910,0.0200,0.0900
6.0000,-0.0740,0.0880,0.6800,-0.0640,0.0330,0.1000,,6.0000,0.6020,0.2800,0.6800,-0.2830,0.0470,0.0900
8.0000,-0.0530,0.1040,0.6800,-0.0500,0.0420,0.1000,,8.0000,0.7000,0.3150,0.6800,-0.2730,0.0780,0.0900
10.0000,-0.0310,0.1310,0.6800,-0.0430,0.0580,0.1000,,10.0000,0.8000,0.3510,0.6800,-0.2580,0.0960,0.0900
12.0000,-0.0010,0.1390,0.6800,-0.0280,0.0780,0.1000,,12.0000,0.9400,0.4040,0.6800,-0.2440,0.1280,0.0900
14.0000,0.0380,0.1580,0.6800,-0.0090,0.0950,0.1000,,14.0000,1.0980,0.4340,0.6800,-0.2220,0.1440,0.0900
16.0000,0.0810,0.1750,0.6800,0.0140,0.1150,0.1000,,16.0000,1.1280,0.4720,0.6800,-0.1880,0.1720,0.0900
18.0000,0.1350,0.1990,0.6800,0.0370,0.1330,0.1000,,18.0000,1.2410,0.5090,0.6800,-0.1500,0.1950,0.0900
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
-18.0000,-0.1390,-0.1280,0.6700,0.0000,-0.1980,0.1000,,-18.0000,-0.8590,-0.3130,0.6500,-0.2700,-0.2810,0.1000
-16.0000,-0.1520,-0.1080,0.6700,-0.0190,-0.1810,0.1000,,-16.0000,-0.7490,-0.2530,0.6600,-0.2930,-0.2560,0.1000
-14.0000,-0.1580,-0.0900,0.6700,-0.0370,-0.1620,0.1000,,-14.0000,-0.6490,-0.1950,0.6600,-0.3190,-0.2240,0.1000
-12.0000,-0.1660,-0.0680,0.6700,-0.0510,-0.1450,0.1000,,-12.0000,-0.5340,-0.1390,0.6600,-0.3370,-0.1980,0.1000
-10.0000,-0.1660,-0.0450,0.6700,-0.0620,-0.1260,0.1000,,-10.0000,-0.3440,-0.0700,0.6600,-0.3520,-0.1710,0.1000
-8.0000,-0.1740,-0.0220,0.6700,-0.0730,-0.1070,0.1000,,-8.0000,-0.1610,-0.0100,0.6600,-0.3650,-0.1430,0.1000
-6.0000,-0.1580,0.0000,0.6700,-0.0790,-0.0890,0.1000,,-6.0000,-0.0530,0.0250,0.6700,-0.3800,-0.1120,0.1000
-4.0000,-0.1490,0.0210,0.6700,-0.0840,-0.0710,0.1000,,-4.0000,0.0750,0.0650,0.6700,-0.3860,-0.0860,0.1000
-2.0000,-0.1440,0.0350,0.6700,-0.0850,-0.0500,0.1000,,-2.0000,0.2220,0.1030,0.6700,-0.3900,-0.0550,0.1000
0.0000,-0.1370,0.0490,0.6700,-0.0850,-0.0340,0.1000,,0.0000,0.3500,0.1270,0.6700,-0.3920,-0.0280,0.1000
2.0000,-0.1200,0.0670,0.6700,-0.0830,-0.0140,0.1000,,2.0000,0.4720,0.1510,0.6700,-0.3880,0.0010,0.1000
4.0000,-0.1020,0.0730,0.6600,-0.0770,0.0050,0.1000,,4.0000,0.3850,0.2200,0.6700,-0.3840,0.0280,0.1000
6.0000,-0.0800,0.0890,0.6600,-0.0680,0.0250,0.1000,,6.0000,0.4430,0.2660,0.6700,-0.3770,0.0540,0.1000
8.0000,-0.0600,0.1040,0.6600,-0.0570,0.0430,0.1000,,8.0000,0.5700,0.3280,0.6500,-0.3660,0.0850,0.1000
10.0000,-0.0370,0.1210,0.6600,-0.0450,0.0620,0.1000,,10.0000,0.6710,0.3660,0.6500,-0.3520,0.1120,0.1000
12.0000,-0.0010,0.1400,0.6600,-0.0300,0.0810,0.1000,,12.0000,0.7660,0.4200,0.6500,-0.3330,0.1410,0.1000
14.0000,0.0300,0.1560,0.6700,-0.0130,0.0990,0.1000,,14.0000,0.8700,0.4480,0.6400,-0.3120,0.1660,0.1000
16.0000,0.0710,0.1740,0.6700,0.0080,0.1160,0.1000,,16.0000,0.9630,0.4970,0.6300,-0.2770,0.1940,0.1000
18.0000,0.1200,0.1900,0.6800,0.0340,0.1340,0.1000,,18.0000,1.0910,0.5390,0.6200,-0.2390,0.2230,0.1000
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
-18.0000,-0.1460,-0.1230,0.7000,-0.0140,-0.1950,0.2000,,-18.0000,-0.6950,-0.2600,0.6800,-0.2700,-0.2760,0.1500
-16.0000,-0.1600,-0.1040,0.7000,-0.0320,-0.1790,0.2000,,-16.0000,-0.5950,-0.2040,0.6800,-0.2950,-0.2490,0.1500
-14.0000,-0.1670,-0.0820,0.7000,-0.0510,-0.1600,0.2000,,-14.0000,-0.4700,-0.1400,0.6800,-0.3170,-0.2220,0.1500
-12.0000,-0.1776,-0.0610,0.7000,-0.0650,-0.1410,0.2000,,-12.0000,-0.3370,-0.0810,0.6800,-0.3370,-0.1940,0.1500
-10.0000,-0.1740,-0.0400,0.7000,-0.0770,-0.1220,0.2000,,-10.0000,-0.1890,-0.0260,0.6800,-0.3550,-0.1660,0.1500
-8.0000,-0.1750,-0.0190,0.7000,-0.0850,-0.1040,0.2000,,-8.0000,-0.0570,0.0170,0.6800,-0.3670,-0.1360,0.1500
-6.0000,-0.1680,0.0050,0.7000,-0.0920,-0.0850,0.2000,,-6.0000,0.0700,0.0560,0.6800,-0.3770,-0.1080,0.1500
-4.0000,-0.1620,0.0250,0.7000,-0.0970,-0.0670,0.2000,,-4.0000,0.2130,0.1000,0.6800,-0.3860,-0.0790,0.1500
-2.0000,-0.1530,0.0400,0.7000,-0.0990,-0.0480,0.2000,,-2.0000,0.3520,0.1330,0.6800,-0.3930,-0.0500,0.1500
0.0000,-0.1450,0.0540,0.7000,-0.0990,-0.0280,0.2000,,0.0000,0.4950,0.1540,0.6800,-0.3930,-0.0220,0.1500
2.0000,-0.1280,0.0740,0.7000,-0.0960,-0.0100,0.2000,,2.0000,0.5910,0.1680,0.6800,-0.3920,0.0050,0.1500
4.0000,-0.1110,0.0810,0.7000,-0.0900,0.0070,0.2000,,4.0000,0.4510,0.2390,0.6800,-0.3870,0.0360,0.1500
6.0000,-0.0900,0.0950,0.7000,-0.0780,0.0270,0.2000,,6.0000,0.5000,0.3010,0.6800,-0.3790,0.0630,0.1500
8.0000,-0.0650,0.1120,0.7000,-0.0670,0.0450,0.2000,,8.0000,0.6000,0.3410,0.6800,-0.3680,0.0910,0.1500
10.0000,-0.0320,0.1300,0.7000,-0.0420,0.0640,0.2000,,10.0000,0.7790,0.4010,0.6800,-0.3510,0.1200,0.1500
12.0000,0.0010,0.1450,0.7000,-0.0150,0.0810,0.2000,,12.0000,0.8680,0.4360,0.6800,-0.3300,0.1470,0.1500
14.0000,0.0480,0.1630,0.7000,0.0080,0.1000,0.2000,,14.0000,1.0100,0.4750,0.6400,-0.3050,0.1740,0.1500
16.0000,0.1080,0.1800,0.6800,0.0560,0.1190,0.2000,,16.0000,1.1300,0.5200,0.6400,-0.2680,0.2040,0.1500
18.0000,0.1780,0.1940,0.6800,0.0930,0.1360,0.2000,,18.0000,1.2820,0.5610,0.6400,-0.1660,0.2310,0.1500
