0.000000,0.024414,0.024414
0.000488,0.024414,0.024414
0.000977,0.024414,0.024414
0.001465,0.024414,0.024414
0.001953,0.029297,0.024414
0.002441,0.024414,0.029297
0.002930,0.029297,0.029297
0.003418,0.029297,0.024414
0.003906,0.029297,0.029297
0.004395,0.029297,0.029297
0.004883,0.029297,0.029297
0.005371,0.029297,0.029297
0.005860,0.029297,0.029297
0.006348,0.029297,0.029297
0.006836,0.029297,0.029297
0.007325,0.029297,0.029297
0.007813,0.029297,0.029297
0.008301,0.029297,0.029297
0.008789,0.029297,0.029297
0.009278,0.029297,0.029297
0.009766,0.029297,0.029297
0.010254,0.029297,0.029297
0.010743,0.029297,0.029297
0.011231,0.034180,0.029297
0.011719,0.029297,0.029297
0.012207,0.029297,0.034180
0.012696,0.034180,0.029297
0.013184,0.029297,0.029297
0.013672,0.034180,0.034180
0.014161,0.034180,0.034180
0.014649,0.034180,0.034180
0.015137,0.034180,0.034180
0.015626,0.034180,0.034180
0.016114,0.034180,0.034180
0.016602,0.034180,0.034180
0.017090,0.034180,0.034180
0.017579,0.034180,0.034180
0.018067,0.034180,0.034180
0.018555,0.034180,0.034180
0.019044,0.034180,0.034180
0.019532,0.034180,0.034180
0.020020,0.039062,0.034180
0.020509,0.034180,0.034180
0.020997,0.034180,0.034180
0.021485,0.034180,0.034180
0.021974,0.039062,0.034180
0.022462,0.039062,0.034180
0.022950,0.039062,0.039062
0.023438,0.039062,0.039062
0.023927,0.039062,0.039062
0.024415,0.039062,0.039062
0.024903,0.039062,0.039062
0.025392,0.039062,0.039062
0.025880,0.039062,0.039062
0.026368,0.039062,0.039062
0.026856,0.039062,0.039062
0.027345,0.039062,0.039062
0.027833,0.039062,0.039062
0.028321,0.039062,0.039062
0.028810,0.039062,0.039062
0.029298,0.039062,0.039062
0.029786,0.039062,0.039062
0.030275,0.039062,0.039062
0.030763,0.039062,0.039062
0.031251,0.039062,0.039062
0.031739,0.039062,0.039062
0.032228,0.039062,0.039062
0.032716,0.039062,0.039062
0.033204,0.043945,0.039062
0.033693,0.039062,0.039062
0.034181,0.039062,0.039062
