Thick   Thin
25.059	22.887
24.965	22.982
25.153	22.982
25.059	22.982
25.059	22.982
24.965	22.982
25.059	22.982
25.059	22.982
25.059	22.982
25.059	22.793
24.776	22.982
25.059	22.887
24.965	22.887
25.153	22.887
24.870	22.982
25.059	23.076
25.059	22.982
25.059	22.982
24.965	22.982
25.059	22.982
24.965	22.887
24.870	22.887
25.059	22.982
24.965	22.982
25.153	22.982
25.059	22.793
25.059	22.982
25.059	22.793
24.965	22.982
25.059	22.982
25.059	22.982
25.059	23.076
25.059	22.982
25.059	22.982
25.059	22.793
25.153	22.982
25.059	23.076
25.153	22.982
25.059	22.982
25.059	22.887
25.153	22.982
25.059	22.982
25.059	22.982
25.153	22.887
24.965	22.982
25.153	22.982
25.059	22.982
25.153	23.076
25.059	23.076
25.248	22.982
24.870	23.076
25.059	22.982
25.153	22.982
25.248	23.076
25.153	23.076
25.059	22.982
25.153	22.982
25.153	22.982
25.059	22.982
25.153	22.887
25.059	23.076
25.153	23.076
25.153	22.982
25.248	22.982
25.153	22.982
25.248	23.076
25.059	23.076
25.153	23.076
25.153	23.076
25.248	22.982
25.248	22.982
25.153	23.076
25.153	22.982
25.248	23.171
25.153	23.076
25.153	23.076
25.153	23.076
25.248	23.076
24.965	23.171
25.248	23.076
25.248	23.171
25.248	23.076
25.153	23.076
25.248	23.076
25.153	23.076
25.248	23.076
25.248	23.171
25.248	23.171
25.153	23.076
25.248	23.171
25.059	23.171
25.342	23.171
25.248	22.887
25.248	23.171
25.248	23.171
25.248	22.982
25.248	23.076
25.248	23.171
25.248	23.076
25.248	22.982
25.059	23.171
25.248	23.171
25.342	23.171
25.059	23.171
25.342	23.076
25.342	23.171
25.248	23.076
25.153	23.171
25.342	23.171
25.342	23.171
25.248	23.265
25.342	23.171
25.059	23.171
25.248	23.265
25.342	23.171
25.342	23.171
25.342	23.171
25.342	23.171
25.248	23.171
25.342	23.171
25.248	23.265
25.342	23.265
25.436	23.171
25.342	23.171
25.248	23.076
25.342	23.265
25.342	23.265
25.248	23.265
25.342	23.171
25.436	23.171
25.342	23.265
25.342	23.265
25.342	23.171
25.342	23.265
25.248	23.265
25.342	22.982
25.248	23.171
25.248	23.360
25.342	23.171
25.248	23.265
25.436	23.171
25.436	23.265
25.342	23.265
25.436	23.171
25.436	23.265
25.436	23.265
25.436	23.265
25.153	23.265
25.342	23.265
25.436	23.265
25.436	23.265
25.342	23.171
25.436	23.265
25.436	23.265
25.342	23.265
25.153	23.265
25.436	23.360
25.436	23.265
25.436	23.360
25.342	23.360
25.436	23.360
25.342	23.171
25.436	23.265
25.342	23.360
25.248	23.265
25.342	23.265
25.436	23.360
25.436	23.360
25.436	23.171
25.342	23.265
25.531	23.171
25.342	23.360
25.342	23.360
25.436	23.360
25.531	23.360
25.248	23.360
25.531	23.360
25.436	23.265
25.531	23.265
25.436	23.265
25.531	23.360
25.436	23.360
25.436	23.360
25.436	23.360
25.436	23.360
25.436	23.265
25.531	23.360
25.342	23.360
25.436	23.265
25.342	23.360
25.531	23.454
25.342	23.360
25.436	23.360
25.436	23.360
25.531	23.360
25.436	23.360
25.625	23.454
